id,sign,signer,start,end
CLSFBI2504A_S051_B_67069_67264,PT:PRO3,S051,67069,67264
CLSFBI2504A_S051_B_68428_68764,PT:PRO3,S051,68428,68764
CLSFBI2504A_S051_B_70328_70490,PT:PRO1,S051,70328,70490
CLSFBI2504A_S051_B_71520_71664,PT:PRO1,S051,71520,71664
CLSFBI2504A_S051_B_71714_71923,PT:PRO4,S051,71714,71923
CLSFBI2504A_S051_B_73998_74435,PT:PRO3,S051,73998,74435
CLSFBI2504A_S051_B_75126_75246,PT:PRO3,S051,75126,75246
CLSFBI2504A_S051_B_77136_77290,PALM-UP,S051,77136,77290
CLSFBI2504A_S051_B_77136_77721,PALM-UP,S051,77136,77721
CLSFBI2504A_S051_B_77330_77555,PT:PRO1,S051,77330,77555
CLSFBI2504A_S051_B_78623_78773,PT:PRO1,S051,78623,78773
CLSFBI2504A_S051_B_80741_80907,PT:PRO1,S051,80741,80907
CLSFBI2504A_S051_B_86267_86348,PT:PRO1,S051,86267,86348
CLSFBI2504A_S051_B_87128_87271,PT:PRO1,S051,87128,87271
CLSFBI2504A_S051_B_87666_87730,PT:PRO1,S051,87666,87730
CLSFBI2504A_S051_B_87993_88104,PT:PRO1,S051,87993,88104
CLSFBI2504A_S051_B_88815_88969,PT:PRO1,S051,88815,88969
CLSFBI2504A_S051_B_90311_90463,PT:PRO2,S051,90311,90463
CLSFBI2504A_S051_B_90940_91200,PT:PRO3,S051,90940,91200
CLSFBI2504A_S051_B_91632_92297,PT:PRO2,S051,91632,92297
CLSFBI2504A_S051_B_93909_94064,PT:PRO3,S051,93909,94064
CLSFBI2504A_S051_B_94417_94569,PT:PRO2,S051,94417,94569
CLSFBI2504A_S051_B_94672_94827,GSIGN,S051,94672,94827
CLSFBI2504A_S051_B_94905_95030,PT:PRO3,S051,94905,95030
CLSFBI2504A_S051_B_95327_95502,PT:PRO3,S051,95327,95502
CLSFBI2504A_S051_B_98488_99399,PALM-UP,S051,98488,99399
CLSFBI2504A_S051_B_99326_99399,PALM-UP,S051,99326,99399
CLSFBI2504A_S051_B_100425_100588,PT:PRO1,S051,100425,100588
CLSFBI2504A_S051_B_101660_101751,PT:PRO1,S051,101660,101751
CLSFBI2504A_S051_B_102616_102718,PT:PRO1,S051,102616,102718
CLSFBI2504A_S051_B_105897_105967,PT:PRO3,S051,105897,105967
CLSFBI2504A_S051_B_137486_137714,PT:PRO1,S051,137486,137714
CLSFBI2504A_S051_B_137803_137964,PALM-UP,S051,137803,137964
CLSFBI2504A_S051_B_140512_140594,PT:PRO1,S051,140512,140594
CLSFBI2504A_S051_B_140959_141049,PT:PRO1,S051,140959,141049
CLSFBI2504A_S051_B_141081_141180,PALM-UP,S051,141081,141180
CLSFBI2504A_S051_B_142407_142498,PT:PRO1,S051,142407,142498
CLSFBI2504A_S051_B_144007_144171,PT:PRO1,S051,144007,144171
CLSFBI2504A_S051_B_145299_145398,PT:PRO1,S051,145299,145398
CLSFBI2504A_S051_B_146935_147647,PT:PRO1,S051,146935,147647
CLSFBI2504A_S051_B_148769_148964,PT:PRO1,S051,148769,148964
CLSFBI2504A_S051_B_149839_150026,PT:PRO1,S051,149839,150026
CLSFBI2504A_S051_B_151305_151547,PT:PRO1,S051,151305,151547
CLSFBI2504A_S051_B_156497_156844,PALM-UP,S051,156497,156844
CLSFBI2504A_S051_B_157384_157512,PT:PRO1,S051,157384,157512
CLSFBI2504A_S051_B_159895_160075,PT:PRO1,S051,159895,160075
CLSFBI2504A_S051_B_162472_162708,PALM-UP,S051,162472,162708
CLSFBI2504A_S051_B_162565_162708,PALM-UP,S051,162565,162708
CLSFBI2504A_S051_B_163676_163921,PT:PRO1,S051,163676,163921
CLSFBI2504A_S051_B_168352_168503,PT:PRO1,S051,168352,168503
CLSFBI2504A_S051_B_168634_168935,PALM-UP,S051,168634,168935
CLSFBI2504A_S051_B_171282_172031,PALM-UP,S051,171282,172031
CLSFBI2504A_S051_B_171288_171495,PALM-UP,S051,171288,171495
CLSFBI2504A_S051_B_171856_172034,PALM-UP,S051,171856,172034
CLSFBI2504A_S051_B_174804_174970,PALM-UP,S051,174804,174970
CLSFBI2504A_S051_B_174804_175268,PALM-UP,S051,174804,175268
CLSFBI2504A_S051_B_175002_175145,PT:PRO1,S051,175002,175145
CLSFBI2504A_S051_B_175845_176089,PT:PRO1,S051,175845,176089
CLSFBI2504A_S051_B_179218_179407,PALM-UP,S051,179218,179407
CLSFBI2504A_S051_B_181297_181396,PT:PRO1,S051,181297,181396
CLSFBI2504A_S051_B_183014_183151,PT:PRO1,S051,183014,183151
CLSFBI2504A_S051_B_184031_184261,PT:PRO1,S051,184031,184261
CLSFBI2504A_S051_B_186818_186888,PT:PRO1,S051,186818,186888
CLSFBI2504A_S051_B_191276_191512,PT:PRO1,S051,191276,191512
CLSFBI2504A_S051_B_191564_191865,PALM-UP,S051,191564,191865
CLSFBI2504A_S051_B_192238_192340,PT:PRO1,S051,192238,192340
CLSFBI2504A_S051_B_195437_195644,PT:PRO1,S051,195437,195644
CLSFBI2504A_S051_B_196475_196626,PT:PRO1,S051,196475,196626
CLSFBI2504A_S051_B_197342_197468,PT:PRO1,S051,197342,197468
CLSFBI2504A_S051_B_198129_198216,PALM-UP,S051,198129,198216
CLSFBI2504A_S051_B_199039_199135,PT:PRO1,S051,199039,199135
CLSFBI2504A_S051_B_200611_200827,PT:POSS3,S051,200611,200827
CLSFBI2504A_S051_B_201931_202113,PT:POSS3,S051,201931,202113
CLSFBI2504A_S051_B_203959_204114,PT:PRO1,S051,203959,204114
CLSFBI2504A_S051_B_204128_204418,PALM-UP,S051,204128,204418
CLSFBI2504A_S051_B_204145_204418,PALM-UP,S051,204145,204418
CLSFBI2504A_S051_B_205926_206059,PT:PRO1,S051,205926,206059
CLSFBI2504A_S051_B_207467_207562,PT:PRO1,S051,207467,207562
CLSFBI2504A_S051_B_207629_207870,PALM-UP,S051,207629,207870
CLSFBI2504A_S051_B_209878_210093,PT:PRO1,S051,209878,210093
CLSFBI2504A_S051_B_210227_210532,PALM-UP,S051,210227,210532
CLSFBI2504A_S051_B_211503_211617,PT:PRO3,S051,211503,211617
CLSFBI2504A_S051_B_215744_216056,GSIGN,S051,215744,216056
CLSFBI2504A_S051_B_218590_218707,PT:DET,S051,218590,218707
CLSFBI2504A_S051_B_221043_221254,PALM-UP,S051,221043,221254
CLSFBI2504A_S051_B_223116_223650,DS,S051,223116,223650
CLSFBI2504A_S051_B_224332_224526,PALM-UP,S051,224332,224526
CLSFBI2504A_S051_B_227119_227891,PT:PRO3,S051,227119,227891
CLSFBI2504A_S051_B_228466_230103,PT:PRO3,S051,228466,230103
CLSFBI2504A_S051_B_231318_231577,PALM-UP,S051,231318,231577
CLSFBI2504A_S051_B_232106_232328,PALM-UP,S051,232106,232328
CLSFBI2504A_S051_B_233167_233277,PALM-UP,S051,233167,233277
CLSFBI2504A_S051_B_234586_234747,PALM-UP,S051,234586,234747
CLSFBI2504A_S051_B_235868_236244,PALM-UP,S051,235868,236244
CLSFBI2504A_S051_B_239573_239798,PALM-UP,S051,239573,239798
CLSFBI2504A_S051_B_242942_243180,PT:PRO6,S051,242942,243180
CLSFBI2504A_S051_B_243646_243747,PALM-UP,S051,243646,243747
CLSFBI2504A_S051_B_244918_245899,DS,S051,244918,245899
CLSFBI2504A_S051_B_245395_245536,PT:DET,S051,245395,245536
CLSFBI2504A_S051_B_245842_245986,PT:PRO3,S051,245842,245986
CLSFBI2504A_S051_B_247543_247848,PALM-UP,S051,247543,247848
CLSFBI2504A_S051_B_248496_248610,PT:PRO6,S051,248496,248610
CLSFBI2504A_S051_B_248749_249165,DS,S051,248749,249165
CLSFBI2504A_S051_B_250365_251123,PALM-UP,S051,250365,251123
CLSFBI2504A_S051_B_283406_283673,PT:PRO1,S051,283406,283673
CLSFBI2504A_S051_B_290357_290589,PT:PRO1,S051,290357,290589
CLSFBI2504A_S051_B_292132_292276,PALM-UP,S051,292132,292276
CLSFBI2504A_S051_B_292842_293679,LBUOY,S051,292842,293679
CLSFBI2504A_S051_B_293817_294205,PT:LBUOY-DEUXIEME,S051,293817,294205
CLSFBI2504A_S051_B_293817_294602,LBUOY,S051,293817,294602
CLSFBI2504A_S051_B_295126_295295,PT:PRO2,S051,295126,295295
CLSFBI2504A_S051_B_295803_296139,GSIGN,S051,295803,296139
CLSFBI2504A_S051_B_299442_299771,LBUOY,S051,299442,299771
CLSFBI2504A_S051_B_300898_301074,PT:PRO6,S051,300898,301074
CLSFBI2504A_S051_B_303898_304152,PALM-UP,S051,303898,304152
CLSFBI2504A_S051_B_304230_304328,PT:PRO6,S051,304230,304328
CLSFBI2504A_S051_B_305422_305566,PALM-UP,S051,305422,305566
CLSFBI2504A_S051_B_305422_306329,PALM-UP,S051,305422,306329
CLSFBI2504A_S051_B_308455_308631,PT:PRO6,S051,308455,308631
CLSFBI2504A_S051_B_312627_313218,PALM-UP,S051,312627,313218
CLSFBI2504A_S051_B_314481_314683,PT:PRO6,S051,314481,314683
CLSFBI2504A_S051_B_324852_324965,PALM-UP,S051,324852,324965
CLSFBI2504A_S051_B_326107_326226,PALM-UP,S051,326107,326226
CLSFBI2504A_S051_B_326804_326901,PALM-UP,S051,326804,326901
CLSFBI2504A_S051_B_348022_348398,PALM-UP,S051,348022,348398
CLSFBI2504A_S051_B_348133_348398,PALM-UP,S051,348133,348398
CLSFBI2504A_S051_B_350437_350641,PALM-UP,S051,350437,350641
CLSFBI2504A_S051_B_353359_353565,PT:DET,S051,353359,353565
CLSFBI2504A_S051_B_355081_355522,PT:PRO3,S051,355081,355522
CLSFBI2504A_S051_B_355558_355699,PT:PRO2,S051,355558,355699
CLSFBI2504A_S051_B_356113_356447,PT:PRO2,S051,356113,356447
CLSFBI2504A_S051_B_356814_356946,PALM-UP,S051,356814,356946
CLSFBI2504A_S051_B_356814_356982,PALM-UP,S051,356814,356982
CLSFBI2504A_S051_B_369420_369537,PALM-UP,S051,369420,369537
CLSFBI2504A_S051_B_369668_370672,LBUOY,S051,369668,370672
CLSFBI2504A_S051_B_370788_371366,LBUOY,S051,370788,371366
CLSFBI2504A_S051_B_372304_373345,PALM-UP,S051,372304,373345
CLSFBI2504A_S051_B_375289_375450,PT:PRO3,S051,375289,375450
CLSFBI2504A_S051_B_380680_380857,PT:PRO1,S051,380680,380857
CLSFBI2504A_S051_B_384314_384584,PT:PRO6,S051,384314,384584
CLSFBI2504A_S051_B_386044_386998,PALM-UP,S051,386044,386998
CLSFBI2504A_S051_B_387080_387310,PALM-UP,S051,387080,387310
CLSFBI2504A_S051_B_388351_388525,PT:PRO6,S051,388351,388525
CLSFBI2504A_S051_B_402293_402449,PT:PRO1,S051,402293,402449
CLSFBI2504A_S051_B_403105_403263,PT:PRO1,S051,403105,403263
CLSFBI2504A_S051_B_403785_403903,PT:DET,S051,403785,403903
CLSFBI2504A_S051_B_404260_404552,PT:PRO6,S051,404260,404552
CLSFBI2504A_S051_B_405910_406247,PALM-UP,S051,405910,406247
CLSFBI2504A_S051_B_408719_409049,PALM-UP,S051,408719,409049
CLSFBI2504A_S051_B_410197_410435,PT:PRO6,S051,410197,410435
CLSFBI2504A_S051_B_427306_427538,PALM-UP,S051,427306,427538
CLSFBI2504A_S051_B_427968_428543,PALM-UP,S051,427968,428543
CLSFBI2504A_S051_B_433160_433355,PALM-UP,S051,433160,433355
CLSFBI2504A_S051_B_435356_435498,PALM-UP,S051,435356,435498
CLSFBI2504A_S051_B_441212_441754,PALM-UP,S051,441212,441754
CLSFBI2504A_S051_B_442206_442344,PALM-UP,S051,442206,442344
CLSFBI2504A_S051_B_442520_442688,PALM-UP,S051,442520,442688
CLSFBI2504A_S051_B_443716_443997,PT:PRO4,S051,443716,443997
CLSFBI2504A_S051_B_445590_445740,PALM-UP,S051,445590,445740
CLSFBI2504A_S051_B_446825_446961,PALM-UP,S051,446825,446961
CLSFBI2504A_S051_B_447294_447460,PALM-UP,S051,447294,447460
CLSFBI2504A_S051_B_447570_447838,GSIGN,S051,447570,447838
CLSFBI2504A_S051_B_449079_449274,PT:PRO2,S051,449079,449274
CLSFBI2504A_S051_B_452039_452245,GSIGN,S051,452039,452245
CLSFBI2504A_S051_B_452585_452866,PALM-UP,S051,452585,452866
CLSFBI2504A_S051_B_453997_454189,PALM-UP,S051,453997,454189
CLSFBI2504A_S052_B_7795_7940,PALM-UP,S052,7795,7940
CLSFBI2504A_S052_B_8881_9034,PT:DET,S052,8881,9034
CLSFBI2504A_S052_B_9083_9194,PT:PRO1,S052,9083,9194
CLSFBI2504A_S052_B_9509_9590,PT:PRO1,S052,9509,9590
CLSFBI2504A_S052_B_15109_15415,GSIGN,S052,15109,15415
CLSFBI2504A_S052_B_17133_17593,PALM-UP,S052,17133,17593
CLSFBI2504A_S052_B_19285_19498,GSIGN,S052,19285,19498
CLSFBI2504A_S052_B_21066_21240,PT:PRO1,S052,21066,21240
CLSFBI2504A_S052_B_23735_23935,PT:DET,S052,23735,23935
CLSFBI2504A_S052_B_24355_24687,PALM-UP,S052,24355,24687
CLSFBI2504A_S052_B_25651_25877,PT:PRO1,S052,25651,25877
CLSFBI2504A_S052_B_25967_26562,DS,S052,25967,26562
CLSFBI2504A_S052_B_25967_27795,DS,S052,25967,27795
CLSFBI2504A_S052_B_27027_27869,DS,S052,27027,27869
CLSFBI2504A_S052_B_28445_28692,PALM-UP,S052,28445,28692
CLSFBI2504A_S052_B_29116_29316,LBUOY,S052,29116,29316
CLSFBI2504A_S052_B_29576_29695,PT:PRO1,S052,29576,29695
CLSFBI2504A_S052_B_31102_31298,PT:PRO6,S052,31102,31298
CLSFBI2504A_S052_B_35033_35323,PALM-UP,S052,35033,35323
CLSFBI2504A_S052_B_37125_37257,PT:PRO1,S052,37125,37257
CLSFBI2504A_S052_B_41136_41251,PT:PRO1,S052,41136,41251
CLSFBI2504A_S052_B_41917_42066,PT:PRO1,S052,41917,42066
CLSFBI2504A_S052_B_46322_46480,PT:PRO3,S052,46322,46480
CLSFBI2504A_S052_B_47214_48053,PALM-UP,S052,47214,48053
CLSFBI2504A_S052_B_49980_50444,PALM-UP,S052,49980,50444
CLSFBI2504A_S052_B_109776_110193,PALM-UP,S052,109776,110193
CLSFBI2504A_S052_B_112518_112684,PT:PRO1,S052,112518,112684
CLSFBI2504A_S052_B_114741_114910,PT:PRO1,S052,114741,114910
CLSFBI2504A_S052_B_115841_115934,PT:PRO1,S052,115841,115934
CLSFBI2504A_S052_B_117738_118228,PALM-UP,S052,117738,118228
CLSFBI2504A_S052_B_121391_121543,PT:PRO1,S052,121391,121543
CLSFBI2504A_S052_B_126692_126963,PALM-UP,S052,126692,126963
CLSFBI2504A_S052_B_129723_129860,PT:PRO3,S052,129723,129860
CLSFBI2504A_S052_B_132641_132773,PALM-UP,S052,132641,132773
CLSFBI2504A_S052_B_136748_137034,PT:PRO2,S052,136748,137034
CLSFBI2504A_S052_B_137203_137393,PT:PRO1,S052,137203,137393
CLSFBI2504A_S052_B_137448_137585,PT:PRO2,S052,137448,137585
CLSFBI2504A_S052_B_171269_171791,PALM-UP,S052,171269,171791
CLSFBI2504A_S052_B_171591_171791,PALM-UP,S052,171591,171791
CLSFBI2504A_S052_B_250124_250269,PT:PRO2,S052,250124,250269
CLSFBI2504A_S052_B_251392_251519,PT:PRO2,S052,251392,251519
CLSFBI2504A_S052_B_253458_253767,GSIGN,S052,253458,253767
CLSFBI2504A_S052_B_254259_254481,DS,S052,254259,254481
CLSFBI2504A_S052_B_261304_261525,GSIGN,S052,261304,261525
CLSFBI2504A_S052_B_263589_263846,PALM-UP,S052,263589,263846
CLSFBI2504A_S052_B_264455_264742,PT:PRO2,S052,264455,264742
CLSFBI2504A_S052_B_265439_265611,PT:PRO2,S052,265439,265611
CLSFBI2504A_S052_B_265849_265950,PT:PRO2,S052,265849,265950
CLSFBI2504A_S052_B_268859_268979,PT:PRO1,S052,268859,268979
CLSFBI2504A_S052_B_269862_270005,PT:PRO1,S052,269862,270005
CLSFBI2504A_S052_B_271243_271383,PT:PRO1,S052,271243,271383
CLSFBI2504A_S052_B_272158_272308,PT:PRO1,S052,272158,272308
CLSFBI2504A_S052_B_272830_273038,PT:PRO3,S052,272830,273038
CLSFBI2504A_S052_B_273204_273383,PT:PRO3,S052,273204,273383
CLSFBI2504A_S052_B_274967_275192,PT:PRO3,S052,274967,275192
CLSFBI2504A_S052_B_275471_275569,PT:PRO1,S052,275471,275569
CLSFBI2504A_S052_B_276051_276184,PT:POSS1,S052,276051,276184
CLSFBI2504A_S052_B_279172_279374,PALM-UP,S052,279172,279374
CLSFBI2504A_S052_B_279680_279911,PT:PRO2,S052,279680,279911
CLSFBI2504A_S052_B_305475_305661,PALM-UP,S052,305475,305661
CLSFBI2504A_S052_B_311188_311444,PALM-UP,S052,311188,311444
CLSFBI2504A_S052_B_316817_316882,PT:PRO2,S052,316817,316882
CLSFBI2504A_S052_B_316913_317301,GSIGN,S052,316913,317301
CLSFBI2504A_S052_B_317387_317555,PT:PRO1,S052,317387,317555
CLSFBI2504A_S052_B_321483_322792,PALM-UP,S052,321483,322792
CLSFBI2504A_S052_B_324227_324415,PALM-UP,S052,324227,324415
CLSFBI2504A_S052_B_325213_326193,PALM-UP,S052,325213,326193
CLSFBI2504A_S052_B_328548_328810,GSIGN,S052,328548,328810
CLSFBI2504A_S052_B_334459_334643,PALM-UP,S052,334459,334643
CLSFBI2504A_S052_B_337253_337387,PALM-UP,S052,337253,337387
CLSFBI2504A_S052_B_341738_341913,PALM-UP,S052,341738,341913
CLSFBI2504A_S052_B_342963_343217,DS,S052,342963,343217
CLSFBI2504A_S052_B_344190_344379,PALM-UP,S052,344190,344379
CLSFBI2504A_S052_B_360020_360289,GSIGN,S052,360020,360289
CLSFBI2504A_S052_B_360659_360886,PALM-UP,S052,360659,360886
CLSFBI2504A_S052_B_361259_361331,PT:PRO3,S052,361259,361331
CLSFBI2504A_S052_B_364417_364520,PT:PRO3,S052,364417,364520
CLSFBI2504A_S052_B_366607_366696,PT:PRO3,S052,366607,366696
CLSFBI2504A_S052_B_385562_385889,PALM-UP,S052,385562,385889
CLSFBI2504A_S052_B_386431_387157,PALM-UP,S052,386431,387157
CLSFBI2504A_S052_B_391581_391702,PALM-UP,S052,391581,391702
CLSFBI2504A_S052_B_394447_394957,GSIGN,S052,394447,394957
CLSFBI2504A_S052_B_395331_395462,PT:PRO1,S052,395331,395462
CLSFBI2504A_S052_B_395485_395618,PT:DET,S052,395485,395618
CLSFBI2504A_S052_B_395982_396128,PT:DET,S052,395982,396128
CLSFBI2504A_S052_B_398863_399020,PT:PRO1,S052,398863,399020
CLSFBI2504A_S052_B_399399_399564,PT:PRO2,S052,399399,399564
CLSFBI2504A_S052_B_400453_400537,PT:PRO1,S052,400453,400537
CLSFBI2504A_S052_B_400562_400757,PALM-UP,S052,400562,400757
CLSFBI2504A_S052_B_401841_402498,PALM-UP,S052,401841,402498
CLSFBI2504A_S052_B_409800_410014,PALM-UP,S052,409800,410014
CLSFBI2504A_S052_B_410098_410572,PT:PRO1,S052,410098,410572
CLSFBI2504A_S052_B_412578_412672,PT:PRO1,S052,412578,412672
CLSFBI2504A_S052_B_413757_413892,PT:PRO1,S052,413757,413892
CLSFBI2504A_S052_B_414854_415012,PT:PRO1,S052,414854,415012
CLSFBI2504A_S052_B_415544_415689,PT:PRO1,S052,415544,415689
CLSFBI2504A_S052_B_416408_416596,PT:PRO1,S052,416408,416596
CLSFBI2504A_S052_B_418640_418933,GSIGN,S052,418640,418933
CLSFBI2504A_S052_B_420778_420833,PT:PRO1,S052,420778,420833
CLSFBI2504A_S052_B_423001_423375,PALM-UP,S052,423001,423375
CLSFBI2504A_S052_B_427835_428165,PALM-UP,S052,427835,428165
CLSFBI2504A_S052_B_434176_435326,PT:DET,S052,434176,435326
CLSFBI2504A_S052_B_435623_435743,PT:PRO1,S052,435623,435743
CLSFBI2504A_S052_B_436594_436728,PT:PRO3,S052,436594,436728
CLSFBI2504A_S052_B_436756_436906,GSIGN,S052,436756,436906
CLSFBI2504A_S052_B_436929_437513,DS,S052,436929,437513
CLSFBI2504A_S052_B_437561_437866,PT:PRO3,S052,437561,437866
CLSFBI2504A_S052_B_441849_442023,PT:PRO3,S052,441849,442023
CLSFBI2504A_S052_B_443104_443187,PT:PRO1,S052,443104,443187
CLSFBI2504A_S052_B_443219_443432,PALM-UP,S052,443219,443432
CLSFBI2504A_S052_B_443885_444241,PALM-UP,S052,443885,444241
CLSFBI2504A_S052_B_446430_446644,PALM-UP,S052,446430,446644
CLSFBI2504A_S052_B_448211_448511,PALM-UP,S052,448211,448511
CLSFBI2504A_S052_B_452669_453166,EMPTY_GLOSS,S052,452669,453166
CLSFBI2504A_S052_B_453239_453681,GSIGN,S052,453239,453681
CLSFBI2504A_S052_B_454769_454968,GSIGN,S052,454769,454968
CLSFBI2504A_S052_B_457437_457585,PT:DET,S052,457437,457585
CLSFBI2504A_S052_B_457652_458028,PT:DET,S052,457652,458028
CLSFBI2504A_S052_B_458074_458240,EMPTY_GLOSS,S052,458074,458240
CLSFBI2504A_S052_B_458285_458834,PT:LOC,S052,458285,458834
CLSFBI2504A_S052_B_458919_459053,PALM-UP,S052,458919,459053
CLSFBI2504A_S052_B_459937_460219,PALM-UP,S052,459937,460219
CLSFBI2504A_S052_B_460342_460461,PT:PRO6,S052,460342,460461
CLSFBI2504A_S052_B_461201_461286,PT:DET,S052,461201,461286
CLSFBI2504A_S052_B_461465_461694,PT:DET,S052,461465,461694
CLSFBI2504A_S052_B_462279_462433,PT:DET,S052,462279,462433
CLSFBI2504A_S052_B_462477_462625,PT:DET,S052,462477,462625
CLSFBI2504A_S052_B_463329_463585,PALM-UP,S052,463329,463585
CLSFBI2504A_S052_B_466142_466612,PALM-UP,S052,466142,466612
CLSFBI2504A_S052_B_467091_467298,PT:LOC,S052,467091,467298
CLSFBI2504A_S052_B_468802_468884,PT:PRO1,S052,468802,468884
CLSFBI2504A_S052_B_468982_469122,PT:DET,S052,468982,469122
CLSFBI2504A_S052_B_471951_472399,PALM-UP,S052,471951,472399
CLSFBI2504A_S052_B_471951_472868,PALM-UP,S052,471951,472868
CLSFBI2504A_S052_B_476776_476919,PALM-UP,S052,476776,476919
CLSFBI2504A_S052_B_477314_477515,PT:DET,S052,477314,477515
CLSFBI2504A_S052_B_482179_482463,PALM-UP,S052,482179,482463
CLSFBI2605A_S053_B_13632_14202,PALM-UP,S053,13632,14202
CLSFBI2605A_S053_B_30839_31272,PALM-UP,S053,30839,31272
CLSFBI2605A_S053_B_31933_32209,PALM-UP,S053,31933,32209
CLSFBI2605A_S053_B_35060_35179,PALM-UP,S053,35060,35179
CLSFBI2605A_S053_B_40724_40884,PALM-UP,S053,40724,40884
CLSFBI2605A_S053_B_51670_51863,PALM-UP,S053,51670,51863
CLSFBI2605A_S053_B_54967_55103,PALM-UP,S053,54967,55103
CLSFBI2605A_S053_B_58882_59318,PALM-UP,S053,58882,59318
CLSFBI2605A_S053_B_65154_65428,PALM-UP,S053,65154,65428
CLSFBI2605A_S053_B_66565_66753,PALM-UP,S053,66565,66753
CLSFBI2605A_S053_B_69384_69514,PALM-UP,S053,69384,69514
CLSFBI2605A_S053_B_81494_81763,PALM-UP,S053,81494,81763
CLSFBI2605A_S053_B_84469_85357,PALM-UP,S053,84469,85357
CLSFBI2605A_S053_B_85420_85529,PT:PRO1,S053,85420,85529
CLSFBI2605A_S053_B_85581_85736,PT:PRO2,S053,85581,85736
CLSFBI2605A_S053_B_86115_86224,PT:PRO1,S053,86115,86224
CLSFBI2605A_S053_B_86604_86743,PT:PRO2,S053,86604,86743
CLSFBI2605A_S053_B_86868_86954,PT:PRO1,S053,86868,86954
CLSFBI2605A_S053_B_87695_87890,PT:PRO2,S053,87695,87890
CLSFBI2605A_S053_B_95286_95452,PT:PRO1,S053,95286,95452
CLSFBI2605A_S053_B_95756_95869,PT:PRO1,S053,95756,95869
CLSFBI2605A_S053_B_96576_96873,PT:PRO1,S053,96576,96873
CLSFBI2605A_S053_B_97354_97478,PT:PRO3,S053,97354,97478
CLSFBI2605A_S053_B_98817_99283,GSIGN,S053,98817,99283
CLSFBI2605A_S053_B_100185_100301,PT:PRO1,S053,100185,100301
CLSFBI2605A_S053_B_101719_102004,PT:POSS3,S053,101719,102004
CLSFBI2605A_S053_B_103962_104093,PT:LOC,S053,103962,104093
CLSFBI2605A_S053_B_105911_106265,PT:POSS3,S053,105911,106265
CLSFBI2605A_S053_B_106380_106643,PALM-UP,S053,106380,106643
CLSFBI2605A_S053_B_110705_110927,PT:PRO6,S053,110705,110927
CLSFBI2605A_S053_B_111549_112046,PALM-UP,S053,111549,112046
CLSFBI2605A_S053_B_113039_113336,PALM-UP,S053,113039,113336
CLSFBI2605A_S053_B_114629_114836,PALM-UP,S053,114629,114836
CLSFBI2605A_S053_B_117322_117495,PT:PRO1,S053,117322,117495
CLSFBI2605A_S053_B_117542_117730,PALM-UP,S053,117542,117730
CLSFBI2605A_S053_B_120695_120793,PT:PRO1,S053,120695,120793
CLSFBI2605A_S053_B_121669_121834,PALM-UP,S053,121669,121834
CLSFBI2605A_S053_B_121669_122101,PALM-UP,S053,121669,122101
CLSFBI2605A_S053_B_122916_123029,PT:PRO1,S053,122916,123029
CLSFBI2605A_S053_B_123061_123301,PALM-UP,S053,123061,123301
CLSFBI2605A_S053_B_141758_142273,PALM-UP,S053,141758,142273
CLSFBI2605A_S053_B_143359_143607,PALM-UP,S053,143359,143607
CLSFBI2605A_S053_B_147545_147695,PALM-UP,S053,147545,147695
CLSFBI2605A_S053_B_148842_148959,PALM-UP,S053,148842,148959
CLSFBI2605A_S053_B_156529_156775,PALM-UP,S053,156529,156775
CLSFBI2605A_S053_B_170100_170311,PALM-UP,S053,170100,170311
CLSFBI2605A_S053_B_174710_175051,PALM-UP,S053,174710,175051
CLSFBI2605A_S053_B_186046_186252,PT:PRO1,S053,186046,186252
CLSFBI2605A_S053_B_187571_187871,PT:PRO3,S053,187571,187871
CLSFBI2605A_S053_B_190145_190307,PT:PRO3,S053,190145,190307
CLSFBI2605A_S053_B_193872_194041,PT:PRO1,S053,193872,194041
CLSFBI2605A_S053_B_194689_195211,PALM-UP,S053,194689,195211
CLSFBI2605A_S053_B_195700_195752,PT:PRO3,S053,195700,195752
CLSFBI2605A_S053_B_195981_196263,DS,S053,195981,196263
CLSFBI2605A_S053_B_198031_199520,GSIGN,S053,198031,199520
CLSFBI2605A_S053_B_200581_200673,PT:PRO3,S053,200581,200673
CLSFBI2605A_S053_B_205087_205222,PT:PRO3,S053,205087,205222
CLSFBI2605A_S053_B_205317_205423,PT:PRO1,S053,205317,205423
CLSFBI2605A_S053_B_208728_208867,PALM-UP,S053,208728,208867
CLSFBI2605A_S053_B_210901_211044,PALM-UP,S053,210901,211044
CLSFBI2605A_S053_B_211113_211192,PT:PRO1,S053,211113,211192
CLSFBI2605A_S053_B_211252_211417,PALM-UP,S053,211252,211417
CLSFBI2605A_S053_B_213906_214018,PALM-UP,S053,213906,214018
CLSFBI2605A_S054_B_1248_1315,PT:PRO1,S054,1248,1315
CLSFBI2605A_S054_B_1399_2125,PALM-UP,S054,1399,2125
CLSFBI2605A_S054_B_5834_6139,PALM-UP,S054,5834,6139
CLSFBI2605A_S054_B_6924_9071,DS,S054,6924,9071
CLSFBI2605A_S054_B_9218_9438,PT:PRO1,S054,9218,9438
CLSFBI2605A_S054_B_9485_9650,PT:DET,S054,9485,9650
CLSFBI2605A_S054_B_13147_13263,PT:PRO1,S054,13147,13263
CLSFBI2605A_S054_B_17589_17708,PT:PRO1,S054,17589,17708
CLSFBI2605A_S054_B_19224_19551,PT:PRO1,S054,19224,19551
